YearBuilt,YearRemodeled,Condition,FinSqFt,Cooling,FP_Open,Bedroom,FullBath,HalfBath,TotalRooms,LotSize,LandValue,ImprovementsValue,TotalValue,LastSalePrice,LastSaleDate,ESDistrict,MSDistrict,HSDistrict,CensusTract,Age,Remodeled,FP
2010,NA,Average,2694,Central Air,1,4,2,1,9,0.473,145000,435500,580500,529950,06/29/2010,Hollymead,Sutherland,Albemarle,103,12,0,1
2008,NA,Average,3608,Central Air,1,5,5,0,14,0.566,145000,643900,788900,730000,10/30/2017,Hollymead,Sutherland,Albemarle,103,14,0,1
2010,NA,Average,3024,Central Air,1,4,2,1,9,0.461,145000,470100,615100,521467,09/24/2010,Hollymead,Sutherland,Albemarle,103,12,0,1
2007,NA,Average,3629,Central Air,1,5,5,0,12,0.811,145000,598200,743200,650000,06/02/2016,Hollymead,Sutherland,Albemarle,103,15,0,1
2014,NA,Average,3429,Central Air,0,5,4,1,9,0.78,145000,677800,822800,82000,01/06/2014,Hollymead,Sutherland,Albemarle,103,8,0,0
2008,NA,Average,3661,Central Air,1,4,4,0,12,0.913,145000,637200,782200,756070,07/28/2008,Hollymead,Sutherland,Albemarle,103,14,0,1
2007,NA,Average,3501,Central Air,1,5,5,0,12,0.478,145000,611700,756700,0,06/28/2018,Hollymead,Sutherland,Albemarle,103,15,0,1
2007,NA,Average,3206,Central Air,1,4,4,1,14,0.496,145000,615100,760100,685450,06/19/2015,Hollymead,Sutherland,Albemarle,103,15,0,1
2008,NA,Average,3214,Central Air,1,4,3,1,9,0.459,145000,563800,708800,585000,06/27/2013,Hollymead,Sutherland,Albemarle,103,14,0,1
2010,NA,Average,2846,Central Air,1,4,3,1,9,0.58,145000,449600,594600,0,10/31/2019,Hollymead,Sutherland,Albemarle,103,12,0,1
2008,NA,Average,3648,Central Air,2,4,5,0,11,0.719,145000,574000,719000,645000,03/18/2015,Hollymead,Sutherland,Albemarle,103,14,0,1
2007,NA,Average,3613,Central Air,1,4,4,0,10,0.697,145000,554000,699000,631136,04/27/2007,Hollymead,Sutherland,Albemarle,103,15,0,1
2010,NA,Average,3609,Central Air,1,4,4,0,10,0.644,145000,584100,729100,0,02/25/2015,Hollymead,Sutherland,Albemarle,103,12,0,1
2006,NA,Average,3450,Central Air,1,4,3,1,9,0.586,145000,557300,702300,663405,11/03/2006,Hollymead,Sutherland,Albemarle,103,16,0,1
2005,NA,Average,3111,Central Air,2,3,3,1,9,0.674,145000,454600,599600,490900,05/27/2005,Hollymead,Sutherland,Albemarle,103,17,0,1
2006,NA,Average,3750,Central Air,2,6,4,0,12,0.485,145000,589500,734500,670000,06/28/2017,Hollymead,Sutherland,Albemarle,103,16,0,1
2005,NA,Average,2958,Central Air,1,4,3,2,9,0.464,145000,511800,656800,0,04/01/2020,Hollymead,Sutherland,Albemarle,103,17,0,1
2005,NA,Average,2030,Central Air,1,6,3,0,9,0.572,145000,525200,670200,640000,11/08/2018,Hollymead,Sutherland,Albemarle,103,17,0,1
2005,NA,Average,2812,Central Air,1,4,2,1,9,0.599,145000,427700,572700,0,05/12/2020,Hollymead,Sutherland,Albemarle,103,17,0,1
2005,NA,Average,3541,Central Air,2,4,4,1,11,1.061,145000,553900,698900,NA,12/28/2020,Hollymead,Sutherland,Albemarle,103,17,0,1
2005,NA,Average,3512,Central Air,2,4,4,0,10,0.64,145000,575700,720700,620000,06/11/2013,Hollymead,Sutherland,Albemarle,103,17,0,1
2005,NA,Average,3142,Central Air,1,4,2,1,9,0.527,145000,484400,629400,539950,04/08/2005,Hollymead,Sutherland,Albemarle,103,17,0,1
2005,NA,Average,2810,Central Air,1,4,3,1,9,0.528,145000,445000,590000,487500,02/24/2012,Hollymead,Sutherland,Albemarle,103,17,0,1
2007,NA,Average,3903,Central Air,1,5,4,0,10,0.485,159500,596100,755600,675000,11/04/2020,Hollymead,Sutherland,Albemarle,103,15,0,1
2010,NA,Average,3062,Central Air,1,4,3,0,8,0.487,145000,608000,753000,646226,07/15/2010,Hollymead,Sutherland,Albemarle,103,12,0,1
2010,NA,Average,2897,Central Air,1,5,2,1,9,0.488,145000,496200,641200,519405,04/16/2010,Hollymead,Sutherland,Albemarle,103,12,0,1
2010,NA,Average,3022,Central Air,1,4,3,1,10,0.485,145000,535100,680100,590000,02/07/2020,Hollymead,Sutherland,Albemarle,103,12,0,1
2010,NA,Average,3504,Central Air,1,4,3,1,10,0.5,145000,564200,709200,0,04/22/2015,Hollymead,Sutherland,Albemarle,103,12,0,1
2010,NA,Average,3385,Central Air,1,5,4,1,11,0.538,145000,578900,723900,623670,06/11/2010,Hollymead,Sutherland,Albemarle,103,12,0,1
2010,NA,Average,3138,Central Air,1,4,2,1,12,0.487,145000,526500,671500,575000,09/15/2014,Hollymead,Sutherland,Albemarle,103,12,0,1
2010,NA,Average,2980,Central Air,1,4,2,1,9,0.488,145000,464000,609000,521755,06/29/2010,Hollymead,Sutherland,Albemarle,103,12,0,1
2010,NA,Average,3558,Central Air,1,5,3,1,12,0.487,145000,579100,724100,173171,06/29/2010,Hollymead,Sutherland,Albemarle,103,12,0,1
1984,NA,Average,1794,Central Air,0,3,2,0,7,7.367,183500,256600,440100,0,12/31/1987,Baker-Butler,Sutherland,Albemarle,103,38,0,0
1968,NA,Fair,912,Central Air,0,3,1,0,5,2.06,85000,83800,168800,0,12/31/1993,Baker-Butler,Sutherland,Albemarle,103,54,0,0
1975,NA,Average,1179,Central Air,1,3,1,1,6,2,85000,174100,259100,0,12/30/1899,Baker-Butler,Sutherland,Albemarle,103,47,0,1
1973,NA,Good,1435,Central Air,1,3,2,0,7,0,4334300,225000,4559300,0,06/12/2014,Baker-Butler,Sutherland,Albemarle,104.01,49,0,1
1993,NA,Average,1288,Central Air,1,3,2,0,7,2.242,110000,190100,300100,0,12/23/2015,Baker-Butler,Sutherland,Albemarle,103,29,0,1
1973,NA,Good,1435,Central Air,1,3,2,0,7,446.48,4323200,264200,4587400,0,01/07/2021,Baker-Butler,Sutherland,Albemarle,104.01,49,0,1
2018,NA,Average,2396,Central Air,NA,3,3,1,8,63.979,135400,644900,780300,395000,02/02/2000,Baker-Butler,Sutherland,Albemarle,104.01,4,0,NA
1987,NA,Good,2236,Central Air,1,4,2,1,8,5,150500,322900,473400,36500,06/30/1987,Baker-Butler,Sutherland,Albemarle,104.01,35,0,1
1937,NA,Average,1043,No Central Air,1,3,1,0,5,5.93,173200,74600,247800,78720,09/16/2021,Baker-Butler,Sutherland,Albemarle,104.01,85,0,1
1977,NA,Good,1410,Central Air,1,4,2,1,8,2.68,112800,236100,348900,0,07/22/1998,Baker-Butler,Sutherland,Albemarle,104.01,45,0,1
2003,NA,Average,2080,Central Air,1,3,2,1,7,2.2,101300,264800,366100,0,07/22/1998,Baker-Butler,Sutherland,Albemarle,104.01,19,0,1
2006,NA,Average,1196,Central Air,1,3,2,0,6,2,101300,190000,291300,0,11/19/2012,Baker-Butler,Sutherland,Albemarle,104.01,16,0,1
1972,NA,Average,1715,Central Air,2,4,2,0,8,2.702,115200,207200,322400,231000,03/28/2011,Stony Point,Sutherland,Albemarle,104.01,50,0,1
1976,NA,Average,1001,Central Air,0,3,1,0,6,2.074,93200,131900,225100,280000,04/26/2022,Stony Point,Sutherland,Albemarle,104.01,46,0,0
1988,NA,Good,2120,Central Air,1,3,2,1,7,27.818,497100,351600,848700,720000,04/12/2011,Stony Point,Sutherland,Albemarle,104.01,34,0,1
2006,NA,Average,2977,Central Air,1,4,4,1,9,7,196900,611000,807900,0,02/25/2021,Stony Point,Sutherland,Albemarle,104.01,16,0,1
1966,NA,Average,963,No Central Air,0,2,1,0,4,1.99,45000,58900,103900,75000,01/15/2020,Stony Point,Sutherland,Albemarle,104.01,56,0,0
1754,NA,Very Poor,1264,No Central Air,0,3,1,0,6,5.237,125500,25800,151300,0,05/18/1993,Stony Point,Sutherland,Albemarle,104.01,268,0,0
1986,NA,Average,1382,No Central Air,1,3,2,0,5,2,84400,196900,281300,17500,09/01/1971,Stony Point,Sutherland,Albemarle,104.01,36,0,1
1945,1956,Average,1584,No Central Air,0,4,1,0,7,6.75,126500,129700,256200,0,09/17/2007,Stony Point,Sutherland,Albemarle,104.01,77,1,0
1949,NA,Average,878,Central Air,0,2,1,0,4,5.209,104700,106700,211400,0,03/05/2019,Stony Point,Sutherland,Albemarle,104.01,73,0,0
1988,NA,Good,1484,Central Air,0,3,2,0,5,0.756,61800,192200,254000,205000,02/18/2009,Stony Point,Sutherland,Albemarle,104.01,34,0,0
1920,NA,Fair,1316,No Central Air,2,2,1,0,4,2,84400,90700,175100,0,01/22/1998,Stony Point,Sutherland,Albemarle,104.01,102,0,1
1979,NA,Good,1854,Central Air,1,2,2,0,5,4.662,148400,338600,487000,0,08/05/2014,Stony Point,Sutherland,Albemarle,104.01,43,0,1
1978,NA,Average,1587,Central Air,0,2,2,0,5,3.63,140200,183400,323600,0,05/15/2012,Stony Point,Sutherland,Albemarle,104.01,44,0,0
1970,NA,Average,960,No Central Air,2,6,2,0,10,2.128,128100,113200,241300,143000,01/09/2002,Stony Point,Sutherland,Albemarle,104.01,52,0,1
1970,NA,Fair,960,No Central Air,2,6,2,0,10,2.196,93200,115200,208400,137500,02/28/2014,Stony Point,Sutherland,Albemarle,104.01,52,0,1
1976,NA,Average,1001,No Central Air,0,3,1,0,6,2,91100,136000,227100,56500,02/04/1985,Stony Point,Sutherland,Albemarle,104.01,46,0,0
2008,NA,Average,1200,Central Air,0,3,2,0,5,2.159,80700,196200,276900,100000,09/28/2007,Stony Point,Sutherland,Albemarle,104.01,14,0,0
2006,NA,Average,2839,Central Air,1,4,2,1,9,2.01,91100,401400,492500,133000,01/05/2001,Stony Point,Sutherland,Albemarle,104.01,16,0,1
1990,NA,Average,1911,No Central Air,0,3,2,1,7,24.4,206900,220200,427100,0,10/16/1997,Stony Point,Sutherland,Albemarle,104.01,32,0,0
1936,NA,Average,1624,No Central Air,1,3,1,0,6,1.69,89100,129800,218900,0,12/19/1997,Stone-Robinson,Burley,Monticello,104.01,86,0,1
2008,NA,Average,4926,Central Air,1,5,4,2,9,2.09,82200,600400,682600,0,01/01/1754,Stony Point,Sutherland,Albemarle,104.01,14,0,1
2003,NA,Average,2533,Central Air,1,4,3,1,10,3.447,136900,502400,639300,590000,06/20/2007,Stony Point,Sutherland,Albemarle,104.01,19,0,1
2002,NA,Average,2048,Central Air,1,3,2,0,6,3.643,140200,369700,509900,485000,08/16/2007,Stony Point,Sutherland,Albemarle,104.01,20,0,1
2000,NA,Average,2352,Central Air,1,4,3,1,8,4.129,148400,371400,519800,60000,07/09/1999,Stony Point,Sutherland,Albemarle,104.01,22,0,1
1994,NA,Average,1770,Central Air,1,3,3,0,7,3.607,139600,273800,413400,0,08/09/2012,Stony Point,Sutherland,Albemarle,104.01,28,0,1
2001,NA,Average,3314,Central Air,2,3,2,2,8,4.983,150300,512600,662900,0,11/06/2019,Stony Point,Sutherland,Albemarle,104.01,21,0,1
1997,2019,Excellent,2133,Central Air,1,4,3,1,8,7.316,166300,462300,628600,0,02/23/2022,Stony Point,Sutherland,Albemarle,104.01,25,1,1
1995,NA,Average,2825,Central Air,2,3,3,1,7,7.217,165300,619700,785000,585000,08/10/2000,Stony Point,Sutherland,Albemarle,104.01,27,0,1
1999,NA,Average,2944,Central Air,0,3,3,0,7,5.374,146700,510600,657300,500000,06/12/2014,Stony Point,Sutherland,Albemarle,104.01,23,0,0
1994,NA,Average,2760,Central Air,1,4,4,1,11,4.834,143600,570700,714300,625000,08/14/2017,Stony Point,Sutherland,Albemarle,104.01,28,0,1
2004,NA,Average,4421,Central Air,1,1,5,2,13,57.72,134500,1202600,1337100,442859,06/11/2003,Stony Point,Sutherland,Albemarle,104.01,18,0,1
1997,NA,Average,2262,Central Air,1,2,2,1,6,4.463,145800,362200,508000,436000,03/08/2019,Stony Point,Sutherland,Albemarle,104.01,25,0,1
1997,NA,Average,2176,Central Air,1,3,2,1,6,4,139500,378800,518300,0,10/28/2002,Stony Point,Sutherland,Albemarle,104.01,25,0,1
1997,NA,Average,1488,Central Air,1,3,2,0,6,10,152200,212400,364600,175000,07/05/2000,Stony Point,Sutherland,Albemarle,104.01,25,0,1
1990,NA,Fair,1774,Central Air,0,3,2,1,8,5.334,134600,113200,247800,245400,12/26/2007,Stony Point,Sutherland,Albemarle,104.01,32,0,0
2000,NA,Average,6092,Central Air,4,5,6,1,14,116.04,1482300,1841200,3323500,0,08/01/2012,Stony Point,Sutherland,Albemarle,104.01,22,0,1
1961,NA,Average,936,No Central Air,0,3,1,1,7,2.001,72100,94900,167000,0,01/18/2022,Stony Point,Sutherland,Albemarle,104.01,61,0,0
1980,NA,Average,960,Central Air,0,4,2,0,6,2.009,72100,114200,186300,75000,01/11/1993,Stony Point,Sutherland,Albemarle,104.01,42,0,0
1981,1993,Good,2244,Central Air,0,2,2,0,6,6.618,139300,291800,431100,0,11/08/2016,Stony Point,Sutherland,Albemarle,104.01,41,1,0
1775,2000,Good,7356,Central Air,8,7,7,1,15,25.7,472300,1558800,2031100,1650000,04/14/2017,Stony Point,Sutherland,Albemarle,104.01,247,1,1
1999,NA,Average,3118,Central Air,3,4,3,1,7,8.5,278500,703500,982000,749000,07/01/2014,Stony Point,Sutherland,Albemarle,104.01,23,0,1
1997,NA,Good,2588,Central Air,1,4,3,1,9,8,270100,711500,981600,0,04/26/2010,Stony Point,Sutherland,Albemarle,104.01,25,0,1
1900,NA,Average,2668,Central Air,1,3,2,0,6,115.73,1361200,472900,1834100,0,01/18/2022,Stony Point,Sutherland,Albemarle,104.01,122,0,1
2000,NA,Average,2380,Central Air,1,3,2,1,7,11.07,185500,437000,622500,0,07/01/1999,Stony Point,Sutherland,Albemarle,104.01,22,0,1
1890,NA,Average,624,Central Air,0,1,1,0,3,149.75,130400,80800,211200,0,11/21/1996,Stony Point,Sutherland,Albemarle,104.01,132,0,0
1988,NA,Good,1604,Central Air,0,3,2,0,4,5.143,97500,198000,295500,0,07/12/2019,Stony Point,Sutherland,Albemarle,104.01,34,0,0
1996,NA,Good,2040,Central Air,0,3,3,0,6,3.48,84000,262100,346100,0,12/29/1997,Stony Point,Sutherland,Albemarle,104.01,26,0,0
1996,NA,Good,1936,Central Air,1,3,3,1,6,4.05,81400,403300,484700,0,02/02/2001,Stony Point,Sutherland,Albemarle,104.01,26,0,1
2001,NA,Average,2688,Central Air,1,4,3,0,8,4.05,81400,397200,478600,0,04/30/1999,Stony Point,Sutherland,Albemarle,104.01,21,0,1
1990,NA,Average,1920,Central Air,0,4,4,0,7,0,60000,179700,239700,95000,02/02/2001,Stony Point,Sutherland,Albemarle,104.01,32,0,0
1930,1987,Poor,1914,No Central Air,0,2,1,0,5,0,160500,63100,223600,0,12/30/1899,Stony Point,Sutherland,Albemarle,104.01,92,1,0
1973,NA,Average,1053,No Central Air,2,3,2,1,6,2,72000,167700,239700,100000,08/12/2002,Stony Point,Sutherland,Albemarle,104.01,49,0,1
1988,NA,Average,984,Central Air,0,3,2,0,5,2,72000,102800,174800,161000,08/29/2008,Stony Point,Sutherland,Albemarle,104.01,34,0,0
1930,1987,Poor,1914,No Central Air,0,2,1,0,5,17.65,158200,81400,239600,0,12/05/2019,Stony Point,Sutherland,Albemarle,104.01,92,1,0
1990,NA,Good,1584,Central Air,1,3,2,0,5,2.42,95700,285000,380700,349000,08/03/2020,Stony Point,Sutherland,Albemarle,104.01,32,0,1
1984,NA,Average,1699,Central Air,1,3,2,0,6,3.05,104200,239100,343300,119500,01/27/1994,Stony Point,Sutherland,Albemarle,104.01,38,0,1
2000,NA,Average,2224,Central Air,0,3,2,1,7,2.54,97300,312800,410100,0,04/19/2021,Stony Point,Sutherland,Albemarle,104.01,22,0,0
1995,NA,Average,2828,Central Air,1,4,3,0,7,2.6,96500,432100,528600,375000,06/28/2010,Stony Point,Sutherland,Albemarle,104.01,27,0,1
1997,NA,Good,2682,Central Air,0,3,3,0,7,7.35,144200,392500,536700,0,08/18/1995,Stony Point,Sutherland,Albemarle,104.01,25,0,0
2003,NA,Average,960,Central Air,0,2,1,0,5,28.56,319500,127600,447100,410000,03/27/2020,Stony Point,Sutherland,Albemarle,104.01,19,0,0
2000,NA,Average,960,Central Air,0,2,1,0,4,7.07,124200,140200,264400,212000,03/10/2016,Stony Point,Sutherland,Albemarle,104.01,22,0,0
1979,NA,Average,2762,Central Air,2,4,3,1,8,32,327800,454100,781900,605000,11/28/2012,Stony Point,Sutherland,Albemarle,104.01,43,0,1
2007,NA,Average,3906,Central Air,1,5,4,1,9,14.01,142400,828100,970500,850000,04/26/2019,Stony Point,Sutherland,Albemarle,104.01,15,0,1
1998,NA,Good,2208,Central Air,1,3,3,1,11,20,254000,463100,717100,0,10/24/1997,Stony Point,Sutherland,Albemarle,104.01,24,0,1
2000,NA,Average,2806,Central Air,1,4,5,1,12,7.326,162400,564700,727100,89500,01/07/2000,Stony Point,Sutherland,Albemarle,104.01,22,0,1
2003,NA,Average,2851,Central Air,1,4,3,1,9,3,108700,527300,636000,549000,06/28/2010,Stony Point,Sutherland,Albemarle,104.01,19,0,1
1973,NA,Good,1255,No Central Air,1,3,1,1,6,22.24,307600,247000,554600,0,09/19/2019,Stony Point,Sutherland,Albemarle,104.01,49,0,1
1754,1999,Good,1580,Central Air,0,3,2,0,6,14.49,98400,198600,297000,230000,09/22/2017,Stony Point,Sutherland,Albemarle,104.01,268,1,0
1974,NA,Excellent,1816,Central Air,0,4,3,0,8,2.03,113900,411500,525400,470000,11/23/2020,Stony Point,Sutherland,Albemarle,104.01,48,0,0
1974,NA,Average,1440,Central Air,0,4,2,0,6,2.03,94500,200400,294900,260400,06/29/2020,Stony Point,Sutherland,Albemarle,104.01,48,0,0
1973,2017,Good,960,Central Air,0,3,3,0,7,2.04,94500,212400,306900,319000,10/19/2021,Stony Point,Sutherland,Albemarle,104.01,49,1,0
1977,NA,Good,1588,Central Air,2,3,2,1,8,5.03,126700,345900,472600,136000,08/18/1998,Stony Point,Sutherland,Albemarle,104.01,45,0,1
1930,1979,Average,2107,No Central Air,0,3,2,1,6,4.418,104900,170700,275600,0,11/06/1990,Stony Point,Sutherland,Albemarle,104.01,92,1,0
1991,NA,Average,2341,Central Air,0,3,2,1,7,4.136,101700,256200,357900,7380,11/06/1990,Stony Point,Sutherland,Albemarle,104.01,31,0,0
1975,NA,Fair,960,No Central Air,0,3,1,0,5,5.22,114200,87200,201400,97000,09/10/1999,Stony Point,Sutherland,Albemarle,104.01,47,0,0
1976,NA,Good,960,Central Air,0,3,1,0,5,5.041,110200,130000,240200,0,05/22/2019,Stony Point,Sutherland,Albemarle,104.01,46,0,0
1999,NA,Average,3570,Central Air,NA,4,3,1,8,31.54,386700,548600,935300,810000,06/04/2019,Stony Point,Sutherland,Albemarle,104.01,23,0,NA
1975,NA,Good,2880,Central Air,2,4,2,1,8,15,278800,485000,763800,0,07/11/1990,Stony Point,Sutherland,Albemarle,104.01,47,0,1
1976,NA,Average,2655,No Central Air,0,3,3,0,7,3,108700,238700,347400,0,03/01/1994,Stony Point,Sutherland,Albemarle,104.01,46,0,0
1983,NA,Good,2218,Central Air,0,4,1,0,8,5,137000,250100,387100,14500,12/30/1899,Stony Point,Sutherland,Albemarle,104.01,39,0,0
2001,NA,Average,4459,Central Air,1,4,4,1,9,10,207900,864100,1072000,810000,12/19/2008,Stony Point,Sutherland,Albemarle,104.01,21,0,1
1700,2000,Average,1620,Central Air,2,2,2,0,5,9.319,217100,231600,448700,363000,09/11/2020,Stony Point,Sutherland,Albemarle,104.01,322,1,1
1975,NA,Average,2208,No Central Air,0,3,2,0,7,3.28,110800,261800,372600,0,12/30/1899,Stony Point,Sutherland,Albemarle,104.01,47,0,0
1974,NA,Average,960,Central Air,0,3,1,0,5,2,94500,115600,210100,0,12/30/1899,Stony Point,Sutherland,Albemarle,104.01,48,0,0
1870,NA,Average,1840,No Central Air,1,4,1,1,7,23.5,418300,132300,550600,0,05/24/2012,Stony Point,Sutherland,Albemarle,104.01,152,0,1
2007,NA,Average,2393,Central Air,1,3,2,1,6,5.384,144200,357100,501300,490000,12/13/2021,Stony Point,Sutherland,Albemarle,104.01,15,0,1
1870,1978,Average,2383,No Central Air,0,3,2,1,8,10.69,228000,211300,439300,0,08/13/2009,Stony Point,Sutherland,Albemarle,104.01,152,1,0
1890,NA,Fair,1462,No Central Air,0,3,1,0,6,5.202,130500,85400,215900,0,07/31/2018,Stony Point,Sutherland,Albemarle,104.01,132,0,0
1890,1970,Average,1759,No Central Air,1,3,2,0,8,1.836,81600,142600,224200,24000,09/02/2003,Stony Point,Sutherland,Albemarle,104.01,132,1,1
1890,NA,Fair,1500,No Central Air,0,2,1,0,5,2.09,86200,70500,156700,0,03/24/2014,Stony Point,Sutherland,Albemarle,104.01,132,0,0
1968,NA,Average,1232,No Central Air,1,3,1,1,5,6.25,109400,178000,287400,200000,04/02/2015,Stony Point,Sutherland,Albemarle,104.01,54,0,1
1993,NA,Good,2100,Central Air,1,3,2,0,8,8.894,154700,305600,460300,32775,03/12/1992,Stony Point,Sutherland,Albemarle,104.01,29,0,1
2002,NA,Average,1352,Central Air,1,3,2,0,6,3.14,101800,188500,290300,124019,06/03/2002,Stony Point,Sutherland,Albemarle,104.01,20,0,1
2001,NA,Average,1432,Central Air,0,3,2,0,6,2.63,95600,186900,282500,0,07/24/2017,Stony Point,Sutherland,Albemarle,104.01,21,0,0
1900,2001,Good,3104,Central Air,3,4,4,1,8,6.82,232100,746600,978700,1050000,11/19/2021,Stony Point,Sutherland,Albemarle,104.01,122,1,1
2008,NA,Good,1698,Central Air,0,3,3,0,7,2.276,99000,463100,562100,520000,07/17/2019,Stony Point,Sutherland,Albemarle,104.01,14,0,0
1976,1993,Fair,3652,Central Air,1,4,3,1,14,5.066,159100,303900,463000,0,06/30/1993,Stony Point,Sutherland,Albemarle,104.01,46,1,1
1949,NA,Average,1316,No Central Air,1,3,1,0,6,1.91,97000,114300,211300,0,07/20/1983,Stony Point,Sutherland,Albemarle,104.01,73,0,1
1949,1976,Average,1528,Central Air,1,5,2,0,9,12.57,269200,197100,466300,400000,07/18/2008,Stony Point,Sutherland,Albemarle,104.01,73,1,1
1994,NA,Average,1732,Central Air,1,3,2,0,6,2,84200,197400,281600,93000,09/15/2017,Stony Point,Sutherland,Albemarle,104.01,28,0,1
1999,NA,Good,2464,Central Air,1,3,2,1,7,10.578,190200,484000,674200,0,08/04/2005,Stony Point,Sutherland,Albemarle,104.01,23,0,1
1966,NA,Average,1494,Central Air,2,3,2,0,6,1.91,97000,145000,242000,0,08/24/2016,Stony Point,Sutherland,Albemarle,104.01,56,0,1
2015,NA,Average,3934,Central Air,3,5,4,1,12,19,232700,889700,1122400,700000,12/08/2015,Stony Point,Sutherland,Albemarle,104.01,7,0,1
1993,NA,Average,2158,Central Air,1,3,2,1,8,2,101300,333400,434700,0,08/07/2007,Stony Point,Sutherland,Albemarle,104.01,29,0,1
1979,NA,Average,1900,Central Air,0,2,1,0,4,0,188600,189700,378300,0,10/25/2018,Stony Point,Sutherland,Albemarle,104.01,43,0,0
1977,NA,Average,1450,Central Air,2,4,3,0,8,5.158,136500,227000,363500,275000,06/22/2009,Stony Point,Sutherland,Albemarle,104.01,45,0,1
1987,NA,Good,2296,Central Air,1,3,3,0,8,8.348,144700,430400,575100,530000,08/02/2019,Stony Point,Sutherland,Albemarle,104.01,35,0,1
1996,NA,Average,2344,Central Air,2,3,2,0,6,2,101300,371100,472400,0,08/12/2004,Stony Point,Sutherland,Albemarle,104.01,26,0,1
1998,NA,Good,1856,Central Air,1,3,2,1,6,2,101300,276900,378200,307500,11/27/2018,Stony Point,Sutherland,Albemarle,104.01,24,0,1
1994,NA,Good,1796,Central Air,1,3,3,0,9,3.736,114500,423300,537800,240000,10/04/1999,Stony Point,Sutherland,Albemarle,104.01,28,0,1
1979,NA,Average,1947,Central Air,0,2,2,0,5,5.57,157700,238300,396000,0,10/31/2019,Stony Point,Sutherland,Albemarle,104.01,43,0,0
1900,NA,Average,2041,No Central Air,0,3,1,0,6,97.27,998800,145300,1144100,0,10/29/1996,Stony Point,Sutherland,Albemarle,104.01,122,0,0
2015,NA,Average,1080,Central Air,1,1,2,0,4,5,91400,166900,258300,0,06/20/2014,Stony Point,Sutherland,Albemarle,104.01,7,0,1
1958,2008,Good,1292,Central Air,0,2,1,0,4,2,90000,129300,219300,180000,01/14/2014,Stony Point,Sutherland,Albemarle,104.01,64,1,0
1951,NA,Poor,1054,No Central Air,0,4,1,0,7,8.9,183200,41100,224300,0,10/01/1996,Stony Point,Sutherland,Albemarle,104.01,71,0,0
1992,NA,Average,960,No Central Air,1,3,1,0,7,2.23,90000,87400,177400,0,09/27/2002,Stony Point,Sutherland,Albemarle,104.01,30,0,1
2005,NA,Average,1988,Central Air,0,3,2,1,7,2,90000,213000,303000,95000,01/02/2002,Stony Point,Sutherland,Albemarle,104.01,17,0,0
1990,NA,Average,912,Central Air,0,3,1,0,5,2.04,81000,69900,150900,0,05/11/1999,Stony Point,Sutherland,Albemarle,104.01,32,0,0
2002,NA,Average,1680,Central Air,0,3,2,1,5,2,85500,198400,283900,0,03/15/2021,Stony Point,Sutherland,Albemarle,104.01,20,0,0
1990,NA,Average,2694,Central Air,1,2,2,0,6,9.086,147400,294200,441600,12000,03/05/1986,Stony Point,Sutherland,Albemarle,104.01,32,0,1
1994,2000,Average,1982,Central Air,1,4,4,1,8,3.1,104900,295700,400600,385000,03/27/2019,Stony Point,Sutherland,Albemarle,104.01,28,1,1
2002,NA,Average,1865,Central Air,1,3,3,1,9,5,124400,327000,451400,0,08/19/2020,Stony Point,Sutherland,Albemarle,104.01,20,0,1
1996,NA,Good,1824,Central Air,0,3,3,1,9,5.077,125300,381300,506600,375000,12/15/2014,Stony Point,Sutherland,Albemarle,104.01,26,0,0
2002,NA,Average,1632,Central Air,1,3,3,0,6,1.396,83200,239500,322700,252000,07/29/2016,Stony Point,Sutherland,Albemarle,104.01,20,0,1
2000,NA,Average,1660,Central Air,1,4,3,1,8,1.814,94100,330400,424500,408000,07/19/2017,Stony Point,Sutherland,Albemarle,104.01,22,0,1
